Name,Watched?,Rating,Tags,Must Watch Meter,Movie Name
Kumbalangi Nights,No,,mollywood,3.0,
Kung Fu Hustle,No,,action,5.0,
Kurup,No,,mollywood,4.0,
Kuruthi,No,,mollywood,4.0,
La Haine,No,,history,4.0,
La La Land,No,,musical,5.0,
Labour of Love,No,,romance,4.0,
Last Christmas,No,,"comedy, romance",3.0,
Liar Liar,No,,comedy,4.0,
License to Kill,No,,action,1.0,
Lights Out,No,,horror,4.0,
Lincoln,No,,history,3.0,
Live and Let Die,No,,action,1.0,
Logan,No,,supernatural,5.0,
Love Aaj Kal,No,,bollywood,4.0,
Love Mocktail 2,No,,sandalwood,4.0,
Lucifer,No,,mollywood,3.0,
Maaran,No,,kollywood,4.0,
Maari,No,,kollywood,4.0,
Maari 2,No,,kollywood,3.0,
Madagascar,No,,animated,1.0,
Madagascar 4,No,,animated,1.0,
Madagascar: Escape 2 Africa,No,,animated,1.0,
Madagascar: Europe’s Most Wanted,No,,animated,1.0,
Madly Madagascar,No,,animated,1.0,
Majili,No,,tollywood,3.0,
Major,No,,tollywood,4.0,
Malayankunju,No,,mollywood,3.0,
Malena,No,,drama,4.0,
Malignant,No,,horror,3.0,
Malik,No,,mollywood,3.0,
Man of Steel,No,,supernatural,4.0,
Margin Call,No,,thriller,5.0,
Me Before You,No,,romance,1.0,
Mechanic: Resurrection,No,,action,4.0,
Meet Cute,No,,comedy,2.0,
Megamind,No,,animated,1.0,
Memento,No,,thriller,2.0,
Men in Black ,No,,action,3.0,
Men in Black 2,No,,action,3.0,
Men in Black 3,No,,action,3.0,
Men in Black: International,No,,action,3.0,
Men of Honour ,No,,history,4.0,
Midsommar,No,,comedy,3.0,
Mirchi,No,,tollywood,4.0,
Mission Impossible 1,No,,action,4.0,
Mission Impossible 2,No,,action,4.0,
Mission Impossible 3,No,,action,4.0,
Moonraker,No,,action,1.0,
Mr. and Mrs. Smith,No,,action,2.0,
Mr. Perfect,No,,tollywood,3.0,
Mufti,No,,sandalwood,5.0,
Mughal-E-Azam,No,,bollywood,4.0,
"Naa Peru Surya, Naa Illu India",No,,tollywood,4.0,
Naayak,No,,tollywood,3.0,
Name,No,,anime,,
Nani’s Gang Leader,No,,tollywood,4.0,
Nannaku Prematho,No,,tollywood,4.0,
National Treasure,No,,thriller,4.0,
National Treasure 3,No,,thriller,4.0,
National Treasure: Book of Secrets,No,,thriller,4.0,
Neighbours,No,,comedy,4.0,
Nenu Local,No,,tollywood,4.0,
Never Say Never Again,No,,action,1.0,
Night at the Museum: Kahmunrah Rises Again,No,,thriller,4.0,
No Strings Attached,No,,"comedy, romance",2.0,
No Time To Die,No,,action,2.0,
Nope,No,,"sci-fi, thriller",3.0,
Oblivion,No,,"sci-fi, thriller",3.0,
October,No,,bollywood,2.0,
Octopussy,No,,action,1.0,
Old Boy,No,,history,4.0,
Om,No,,sandalwood,4.0,
On Her Majesty’s Secret Service,No,,action,1.0,
Ondu Motteya Kathe,No,,sandalwood,4.0,
Ouija,No,,horror,4.0,
Pacific Rim,No,,action,4.0,
Paper Towns,No,,romance,4.0,
Paranormal Activity ,No,,horror,1.0,
Paranormal Activity 2,No,,horror,1.0,
Paranormal Activity 3,No,,horror,1.0,
Paranormal Activity 4,No,,horror,1.0,
Paranormal Activity: Next of Kin,No,,horror,1.0,
Paranormal Activity: The Ghost Dimension,No,,horror,1.0,
Paranormal Activity: The Marked Ones,No,,horror,1.0,
Pearl Harbor,No,,history,3.0,
Penguins of Madagascar,No,,animated,1.0,
Percy Jackson and the Lightning Tree,No,,action,4.0,
Percy Jackson: Sea of Monsters,No,,action,4.0,
Pilla Zamindar,No,,tollywood,2.0,
Pinocchio,No,,animated,3.0,
Piranha 3DD,No,,thriller,4.0,
Pogaru,No,,sandalwood,4.0,
Pokiri,No,,tollywood,3.0,
Pope’s Exorcist,No,,horror,3.0,
Power (Unlimited),No,,sandalwood,4.0,
Predators,No,,supernatural,2.0,
Prisoners,No,,thriller,5.0,
Prometheus,No,,supernatural,4.0,
Prometheus,No,,"sci-fi, thriller",3.0,
PS: I,No,,kollywood,4.0,
Psycho,No,,horror,4.0,
Purple Hearts,No,,"comedy, romance",5.0,
Puss in Boots,No,,animated,5.0,
Puss in Boots: The Last Wish,No,,animated,4.0,
Puss in Boots: The Three Diablos,No,,animated,4.0,
Quantum of Solace,No,,action,1.0,
Rachha,No,,tollywood,3.0,
Radhe Shyam,No,,tollywood,3.0,
Raiders of the Lost Ark,No,,action,4.0,
Raising Dion,No,,supernatural,5.0,
Raja Rani,No,,mollywood,4.0,
Raja the Great,No,,tollywood,4.0,
Rambo ,No,,action,4.0,
Rambo: Last Blood,No,,action,4.0,
Rathnan Prapancha,No,,sandalwood,4.0,
Ready or Not,No,,horror,3.0,
Red,No,,tollywood,4.0,
Requiem for a Dream,No,,thriller,4.0,
Robocop,No,,action,4.0,
Rocketry: The Nambi Effect,No,,kollywood,4.0,
Rogue One: A Star Wars Story,No,,supernatural,4.0,
Room in Rome ,No,,romance,3.0,
Rumor Has It,No,,"comedy, romance",1.0,
Rush Hour,No,,"action, comedy",4.0,
Rush Hour 2,No,,"action, comedy",3.0,
Rush Hour 3,No,,"action, comedy",3.0,
Rush Hour 4,No,,"action, comedy",3.0,
Sapta Sagaradache Ello,No,,sandalwood,4.0,
Sardar,No,,tollywood,3.0,
Sarkari Hiriya Prathamika Shaale,No,,sandalwood,5.0,
Sarkaru Vaari Paata,No,,tollywood,3.0,
Sarrainodu,No,,tollywood,5.0,
Saving Private Ryan,No,,action,4.0,
Saw,No,,horror,3.0,
Saw 3D,No,,horror,3.0,
Saw II,No,,horror,3.0,
Saw III,No,,horror,3.0,
Saw IV,No,,horror,3.0,
Saw V,No,,horror,3.0,
Saw VI,No,,horror,3.0,
 Saw X,No,,horror,4.0,
Scarface,No,,crime,4.0,
Seeking a Friend for the End of the World,No,,romance,4.0,
Serenity,No,,thriller,5.0,
Sherlock Holmes,No,,"crime, thriller",4.0,
Sherlock Holmes: A Game of Shadows,No,,"crime, thriller",3.0,
Shiddat,No,,bollywood,4.0,
Shrek,No,,animated,5.0,
Shrek 2,No,,animated,4.0,
Shrek Forever After,No,,animated,4.0,
Shrek the Halls,No,,animated,4.0,
Shrek the Third,No,,animated,4.0,
Silence of The Lamb,No,,horror,5.0,
Simhadri,No,,tollywood,3.0,
Singam,No,,kollywood,4.0,
Singam 2,No,,kollywood,4.0,
Singam 3,No,,kollywood,4.0,
Skyfall,No,,action,1.0,
Snake Eyes: G.I. Joe Origins,No,,action,4.0,
Snatch,No,,comedy,4.0,
Snow White and the Huntsman,No,,thriller,3.0,
Society of the Snow,No,,thriller,5.0,
Solo,No,,supernatural,4.0,
Solo: A Star Wars Story,No,,supernatural,4.0,
Sound of Metal,No,,history,4.0,
Southpaw,No,,action,4.0,
Spectre,No,,action,1.0,
Spiral,No,,thriller,3.0,
Spirited Away,No,,anime,5.0,
Spyder,No,,tollywood,3.0,
Srimanthudu,No,,tollywood,5.0,
Star Wars: Episode I - The Phantom Menace,No,,supernatural,4.0,
Star Wars: Episode II - Attack of the Clones,No,,supernatural,4.0,
Star Wars: Episode III - Revenge of the Sith,No,,supernatural,4.0,
Star Wars: Episode IV - A New Hope,No,,supernatural,4.0,
Star Wars: Episode V - The Empire Strikes Back,No,,supernatural,4.0,
Star Wars: Episode VI - Return of the Jedi,No,,supernatural,4.0,
Star Wars: The Clone Wars,No,,supernatural,4.0,
Star Wars: The Force Awakens,No,,supernatural,4.0,
Star Wars: The Last Jedi,No,,supernatural,4.0,
Star Wars: The Rise of Skywalker,No,,supernatural,4.0,
Subramanyam For Sale,No,,tollywood,4.0,
Super bad,No,,comedy,4.0,
Super Deluxe,No,,kollywood,3.0,
Super Ranga,No,,sandalwood,4.0,
Sye,No,,tollywood,5.0,
Tagaru,No,,sandalwood,3.0,
Tansformers: Revenge of the Fallen,No,,action,4.0,
Taxiwala,No,,tollywood,3.0,
Ted 2,No,,comedy,3.0,
Temper,No,,tollywood,4.0,
Texas Chainsaw Massacre,No,,horror,4.0,
The 40 Year Old Virgin,No,,comedy,4.0,
The Blair Witch Project,No,,horror,3.0,
The Cabin in the Woods,No,,thriller,3.0,
The Campaign,No,,action,3.0,
The Chronicles of Narnia: Prince Caspian,No,,action,4.0,
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",No,,action,4.0,
The Chronicles of Narnia: The Voyage of the Dawn Treader,No,,action,4.0,
The Courier,No,,thriller,4.0,
The Curse of La Llorna,No,,horror,3.0,
The Dark Tower,No,,thriller,5.0,
The Departed,No,,thriller,4.0,
The EPIC Movie (Fan Made),No,,comedy,4.0,
The Exorcist,No,,horror,3.0,
The Expendables,No,,action,3.0,
The Expendables 2,No,,action,3.0,
The Expendables 3,No,,action,3.0,
The Expendables 4,No,,action,3.0,
The Final Destination,No,,thriller,4.0,
The Game,No,,thriller,4.0,
The Godfather Part 2,No,,crime,5.0,
The Godfather Part 3,No,,crime,4.0,
The Grand Budapest Hotel,No,,comedy,3.0,
The Hateful Eight,No,,thriller,4.0,
The Haunting in Connecticut,No,,horror,1.0,
The Hobbit: An Unexpected Journey,No,,supernatural,4.0,
The Hobbit: The Battle of the Five Armies,No,,supernatural,4.0,
The Hobbit: The Desolation of Smaug,No,,supernatural,4.0,
The Holdovers,No,,comedy,5.0,
The Human Centipede (Final Sequence),No,,thriller,3.0,
The Human Centipede (First Sequence),No,,thriller,4.0,
The Human Centipede (Full Sequence),No,,thriller,3.0,
The Ice Age Adventures of Buck Wild,No,,animated,3.0,
The Interview,No,,comedy,5.0,
The Intouchables,No,,thriller,5.0,
The Invisible Man,No,,thriller,3.0,
The Invitation,No,,thriller,4.0,
The Kissing Booth 2,No,,"comedy, romance",3.0,
The Last Boy Scout,No,,action,4.0,
The Living Daylights,No,,action,1.0,
The Lord of the Ring: The Fellowship of the Ring,No,,supernatural,4.0,
The Lord of the Rings: The Return of the Ring,No,,supernatural,4.0,
The Lord of the Rings: The Two Towers,No,,supernatural,4.0,
The Man From Earth,No,,drama,4.0,
The Man with the Golden Gun,No,,action,1.0,
The Map of Tiny Perfect Things,No,,"comedy, romance",5.0,
The Matrix Reloaded,No,,action,5.0,
The Matrix Resurrections,No,,action,4.0,
The Matrix Revolutions,No,,action,4.0,
The Mechanic,No,,action,5.0,
The Mummy ,No,,supernatural,4.0,
The Mummy Returns,No,,supernatural,4.0,
The Mummy: Tomb of the Dragon Emperor,No,,supernatural,4.0,
The New Mutants,No,,supernatural,3.0,
The Northman,No,,action,5.0,
The Nun,No,,horror,4.0,
The Old Guard,No,,supernatural,2.0,
The Prince of Egypt,No,,animated,3.0,
The Sadness,No,,thriller,3.0,
The Shining,No,,horror,5.0,
The Sixth Sense,No,,"sci-fi, thriller",1.0,
The Spy who Loved Me,No,,action,1.0,
The Talented Mr. Ripley,No,,"crime, drama",5.0,
The Thing,No,,supernatural,3.0,
The Transporter,No,,action,5.0,
The Transporter: Refuelled,No,,action,4.0,
The Truman Show,No,,history,5.0,
The Unbearable Weight of Massive Talent,No,,"action, comedy",5.0,
The Villain,No,,sandalwood,3.0,
The Wailing,No,,horror,5.0,
The Witches,No,,supernatural,3.0,
The Wolverine,No,,action,4.0,
The World is not Enough,No,,action,1.0,
There will be Blood,No,,action,4.0,
Thirteen Lives,No,,"sci-fi, thriller",4.0,
Thunderball,No,,action,1.0,
Tip Toes,No,,comedy,2.0,
Tom Cruise’s: The Mummy,No,,supernatural,4.0,
Tomorrow Never Dies,No,,action,1.0,
Total Recall,No,,action,3.0,
Transcendence,No,,thriller,2.0,
Transformers,No,,action,4.0,
Transformers: Age of Extinction,No,,action,4.0,
Transformers: Dark of the Moon,No,,action,4.0,
Transformers: Rise of the Beasts,No,,action,4.0,
Transformers: The Last Knight,No,,action,4.0,
Transporter 2,No,,action,4.0,
Trauma,No,,thriller,3.0,
Tron: Legacy,No,,"sci-fi, thriller",4.0,
Troy,No,,action,2.0,
Twilight,No,,supernatural,4.0,
Twilight Saga: Breaking Dawn Part 1,No,,supernatural,3.0,
Twilight Saga: Breaking Dawn Part 2,No,,supernatural,3.0,
Twilight Saga: Eclipse,No,,supernatural,3.0,
Twilight Saga: New Moon,No,,supernatural,3.0,
Two for the Money,No,,comedy,4.0,
Ugramm,No,,sandalwood,5.0,
Ulidavaru Kandanthe,No,,sandalwood,5.0,
Underdogs,No,,animated,3.0,
Underworld,No,,action,3.0,
Uppi 2,No,,sandalwood,4.0,
V for Vendetta,No,,action,3.0,
Valerian and the City of a Thousand Planets,No,,"sci-fi, thriller",4.0,
Valimai,No,,kollywood,4.0,
Van Helsing,No,,action,4.0,
Veronica,No,,horror,5.0,
Videochat,No,,thriller,4.0,
Vikramarkudu,No,,tollywood,4.0,
Waltair Veerayya,No,,tollywood,3.0,
War Dogs,No,,action,2.0,
Warcraft,No,,supernatural,4.0,
Watcher,No,,thriller,3.0,
Watchmen,No,,supernatural,5.0,
Wedding Crashers,No,,comedy,4.0,
When We Were Young,No,,"comedy, romance",3.0,
Whisky Tango Foxtrot,No,,romance,1.0,
Wrong Turn ,No,,horror,3.0,
Wrong Turn 1,No,,horror,3.0,
Wrong Turn 2: Dead End,No,,horror,3.0,
Wrong Turn 3: Left for Dead,No,,horror,3.0,
Wrong Turn 5: Bloodlines,No,,horror,3.0,
Wrong Turn 6: Last Resort,No,,horror,3.0,
X,No,,thriller,4.0,
X Men,No,,supernatural,4.0,
X-Men Origins: Wolverine,No,,supernatural,4.0,
X-Men: Apocalypse,No,,supernatural,4.0,
X-Men: Dark Phoenix,No,,supernatural,4.0,
X-Men: Days of Future Past,No,,supernatural,4.0,
X-Men: First Class,No,,supernatural,4.0,
X-Men: The Last Stand,No,,supernatural,4.0,
X2,No,,supernatural,4.0,
xXx,No,,action,4.0,
xXx: State of the Union,No,,action,4.0,
Yamadonga,No,,tollywood,3.0,
Yes; God; Yes,No,,comedy,4.0,
Yevadu,No,,tollywood,4.0,
You Only Live Twice,No,,action,1.0,
Zodiac,No,,thriller,5.0,
Zoolander,No,,comedy,5.0,
Zoolander 2,No,,comedy,3.0,
